date,text,source
2025-11-04,"Berarti kesimpulannya kesalahan ada di LG? kenapa ga langsung hajar ya? dibiarkan sampe sekarang tetap bobrok. 

kalau memang secara arsitektur sudah salah, secara logic programming sudah salah, betulinnya sulit, mungkin harus mulai dipertimbangkan untuk Kembali ke sistem lama untuk sementara menunggu perbaikan selesai, atau sekalian buang aja itu coretax.

Tim khusus untuk ngepush LG? saya pribadi sih ga yakin akan berhasil, mari kita lihat sampe desember. kenapa? karena ya selama ini, di rezim sebelumnya juga sudah dilakukan, kalau lihat IG bu sri ya dia sering sidak ke tim yang ada vendornya, bahkan sempat ada foto2 vendornya menjelaskan ke bu sri, tapi ya hasilnya tetap seperti ini.

Ga cuman kita sebagai WP yang menderita, gw denger curhatan pegawai DJP bahwa mereka juga kesulitan setengah mati, bahkan ada yang katanya beneran meninggal setelah lembur2 gara2 coretax.

Beneran aneh, vendor2 besar, nilai kontrak triliunan, tapi hasilnya sampah, jadi sorotan nasional, dan sudah hampir setahun ga beres2. Jangankan beres, titik terang siapa yang harus bertanggung jawab juga tidak tampak, hanya berharap pada masa garansi dari vendor yang akan habis di desember ini. kalau desember ga beres juga, apakah vendor lepas tangan? tim internal pak purbaya yang akan perbaikin? makin aneh aja....",youtube
2025-11-04,Coretax jadi bahan untuk pishing...penipuan online,youtube
2025-11-04,sound effectnya ganggu banget. suaranya terlalu gede dibandingin suaranya bg david,youtube
2025-11-04,Gue yakik bakalan makin baik tapi pasti ada sesuatuny dibelakangnya apalagi kemungkinan besar melibatkan oknum2 pejabat indo sebelum pak purbaya menjabat,youtube
2025-11-04,kirim ke lapir purbaya bang,youtube
2025-11-04,"Emng parah aplikasi2 pemerintah, pengen bgt gw turun kesana tp kek tai pns gk lolos mulu 😂",youtube
2025-11-04,"kan gosipnya kmaren di KORUPSI ini CORETAX. 

KPK gk berani up nih",youtube
2025-11-04,@davidalfasunarna langsung ajah tag pak Purbaya info k beliau bahwa coretax masih lemah. salam sukses kita maju indonesia maju,youtube
2025-11-04,Bang mending chat langsung ke pak mentri purbaya... 😊,youtube
2025-11-04,"Ini LG ngerjain UI doang, ape gimana sie?",youtube
2025-11-04,Indonesia butuh orang2 pinter dan jujur..Bang David semoga menjadi pemuda cerdas buat Indonesia ..,youtube
2025-11-04,"harusnya yang jago2 begini harus merapat sih, terutama kampus2 yang punya jurusan tecnic informatika.",youtube
2025-11-04,"Orang-orang Mulyani itu bawahannya, kan?!",youtube
2025-11-04,Betul sekali poinnya. Terima kasih sudah melengkapi 👍 Sorry kalau ada salah,youtube
2025-11-04,Fix yg garap ijazsahnya palsu,youtube
2025-11-04,"ini relate, banyak situs pemerintahan yang pakai jaringan telkom dan lintas arta, susah diakes dari jaringan lain selain dari jaringan mereka.",youtube
2025-11-04,"intinya di konoha 
gak jago nyangkul malah di kasih pacul dan di suruh nyangkul
yaa se adanya
mana gajinya gede pula🤣🤣",youtube
2025-11-04,Mungkin ga mau hire tqa buat uat kali,youtube
2025-11-04,"ajang unjuk skil nih bwt hacker Indonesia,buat retas koretax kalo sudah rampung apakah masi ada kelemahan,biar bner2 kokoh sustemnya",youtube
2025-11-04,Hmmmm ..... Pak yudi dikerjain bawahannya dong?,youtube
2025-11-04,Aku bukan subcriber .tp sllu nonton ..mengkritisi agar indonesia lebih maju  hal yg baik.kadang ada yg dengki  abaikan saja mas  David,youtube
2025-11-04,"Bukannya Pak Purbaya bilang desember semuanya lbh baik
Kmrn anda semdiri yg usul orang2 lokal...
Alhhhhhhh",youtube
2025-11-04,Kebiasaan kalau ada proyek dari vendor di lempar ke vendor yg lebih murah.,youtube
2025-11-04,intinya kok bisa 1.3T kaya gini? :face-red-droopy-eyes:,youtube
2025-11-04,"Ingat...awas hati hati jangan main TRADING ini evolusi baru dari sistem ponzy. (Menurut gua) .. 
Mending Investasi ke barang fisik atau buka usaha....
Kalo gagal atau apapun masih bisa di jual. 
Karna yang paling untung itu pasti BANDAR/TOKO BITCOIN nya. 
Lagian yg kaya dari crypto sampe tryliunan juga cuman angka doang...duit nya gaak bisa di pake gitu...
hanya pancingan buat orang supaya tertarik.  
Mirip indra kenz aja... 
Karna judol jaman sekarang semakin canggih dan terlihat sama. So hati hati pilihan ada di tangan anda 😊",youtube
2025-11-04,"Kok gitu, NASA yg isinya bukan orang receh di bidang IT, 2 hari yang lalu temen2 hacker bisa masuk ke retasan cuman sayangnya gak ngapa2in jadi paling mereka tahu klo ada yg masuk, jadi bikin waspada. Menurut saya Pak Pur selalu ngomong positif dan memberitahu dengan gayanya tujuannya agar nilai point pasar tidak turun dan cendrung trend naik. Kna sadar dirinya adalah central. salam dari Jogja..",youtube
2025-11-04,"wah mas amri, jamannya masih di kpk kepake itu",youtube
2025-11-04,"di benahi pelan pelan sama pak purbaya, semoga bisa selesai masalah coretax ini",youtube
2025-11-04,"David lumayan juga, secara umum dia sdh jelaskan, seandainya bisa dimasukkan dalam team strukturisasi sistem IT Perpajakan sangat bagus, kumpulkan bbrp orang, buat grupnya, membuat struktur yg bagus, kemudian pilih yg mana paling handal, trus compare ke LG product itu, compare yg mana yg beda, yg blm aman, lengkapi, bagian yg kualitas jelek LG harus disanksi, kalau nggak mau disanksi dan menyelesaikannya tolak dan terminasi. Minta LG bayar kembali tagihan sebelumnya, black list LG dari Indonesia. Bila ada dispute dan gugatan dari LG hadapkan dg Sri Mulyani dan Dirjen Pajak yang lalu, silahkan mereka selesaikan, kalau ada indikasi korupsi segera diproses....",youtube
2025-11-04,Coret,youtube
2025-11-04,"Kok  bisa ada bagian program yang tidak bosa diakses oleh pemilik yaa ? 
Apa masalahnya ?",youtube
2025-11-04,Ko jd curiga titip bendra doang ya 😂,youtube
2025-11-04,Mantap,youtube
2025-11-04,Semakin pinter pejabat pejabat maling yang buat project untuk mencari cuan / Fee / Komisi,youtube
2025-11-04,"Saya melihat dari penjelasan ini bahwa Sri Mulyani dan Dirjen Pajak sangat bodoh. Mereka berdua ini tdk sanggup cari Supplier Sistem Perpajakan yg handal, mereka berdua ini benar2 bodoh. Pajak sbg ujung tombak penerimaan negara mereka percayakan kpd pihak yg masih amatiran, apa  alasannya, itu jadi pertanyaan yg sangat penting.....sy nggak bayangkan selama ini Sri Mulyani masih sangat banyak kebodohannya.... Bidang lain belum diperiksa, bea cukai, PNBP kehutanan, PNBP Migas, PNBP minerba, PNBP industri, PNBP perikanan.... Ya Allah, pantas pemasukan negara banyak yg hilang fan bocor, kita percayakan Sti Mylyani sbg Menkeu sejak jaman Megawati, ternyata bodoh.....sy yakin Sri Mulyani ada sisi buruk ya, ada korupsinya, mesti diusut semua",youtube
2025-11-04,Wah perlu saya lempar ke purbaya neh. Semangat bang,youtube
2025-11-04,"pemerintah upgrade yah, dulu bilang hacker jgn mencuri sekarang hacker tolongin jagain data gua dong:face-blue-smiling:",youtube
2025-11-04,Mantap🤝🙏👍👍👍,youtube
2025-11-04,ngakak...,youtube
2025-11-04,Tawarkan diri bang ke pak purbaya untuk bantu beliau,youtube
2025-11-04,"Untuk semua2 yg bilang kalau ga bisa masuk lah, pemerintah anti kritik lah ... Pernyataan pak Purbaya yg tenaga dari dalam bukan dari luar sebenarnya itu menanggapi kritik mas David ini. Karena konten yg terakhir itu viral mankanya di notice beliau. 
Yah memang itu cara beliau jawab kritik di medsos. Ga sebut nama (kecuali RG) tp pernyataannya di jawab pas press conference ☺️
Makasih mas David atas kritiknya, semoga di dengar lagi dan jadi bahan evaluasi pak @menkeu",youtube
2025-11-04,"Guys, apakah kalian smua yakin coretax beneran dkasih 1,3T buat vendornya ngerjain itu program ?? coba tolong komen dah",youtube
2025-11-04,"Kn masih perbaikan, sabar aj drpd TDK ada perbaikan",youtube
2025-11-04,Emang coretax parah bener😂  7 kali coba gagal kedelapan baru bisa awal tahun kmrn 😂,youtube
2025-11-04,"emank gtu bang klo proyek pemerintah
dananya banyak disunat
jadi yg ngerjain jg males malesan.",youtube
2025-11-04,"Pertanyaan di kepala gw, 1,2T itu yg di terima LG atau ada yg di makan TIKUS sebagian?
Kenapa harus pakai orang luar dan tidak anak bangsa saja?? Ya karena banyak TIKUS nyari makan 😂😂",youtube
2025-11-04,"Kenapa saya melihat ini, ini berita buruk. Tapi lebih buruk lagi kalo sy ga liat. Jadi ga tau kalo sistem cortex hasil pajak bersama isinya cuma template dengan settingan security default.",youtube
2025-11-04,maksudnya mungkin ada yg masih jadi tanggung jawab LG,youtube
2025-11-04,"Btw bang, langsung contact pihak lg aja, bilang aja kalo ada apa gk kerjasama bikin web coretax atau tidak, kalau iya masa sih se busuk itu kualitas engineering LG kan gk mungkin

1,3T gitu lohh",youtube
2025-11-04,"Jangan omon"" aja cari duit dari viewer ya oom admin.. baca tuh comments trus lapor via wa Menkeu or KPK..",youtube
2025-11-04,"Kalo benar bawahannya ""berani"" bohongin pak Pur.. Saya yakin pak Purbaya gak segan2 ""menggorok"" bawahannya tsb.!!!",youtube
2025-11-04,Ini yg buat konten sprtnya antek2 mafia atau antek2 koruptor ... Hati2 jgn terpengaruh bahaya nih orang... Orang bayaran Mafia dan koruptor dgn cara apapun ingin menjatuhkan Pak Purbaya  ... Krn Pak Purbaya sdng gencar2 memberantas korupsi dan Mafia..,youtube
2025-11-04,Itu beneran LG Korea vendornya?? Kok jadi ndak yakin.,youtube
2025-11-04,"Bener sekali.. dibohongi bawahannya.. pemenang tender 'coretax' itu siapa? L*kan? Dari negara mana?.. taukan.. nah di RI yg tercinta ini PMA yg tingkat kepatuhan pajaknya rendah, oke NGASIH cashback..ya dari PMA negara itu.. oom admin, ente lapor ke pak Menkeu Purbaya via wa nya... juga KPK.. loud n clear kesalahan dlm kemenangan penyedia jasa coretax itu.. PMA dari negara itu ada yg dgn sengaja menghindar byr pjk PPN.. masuk pidana pajak tuh.. tapi tetap santai😅🤣..",youtube
2025-11-04,"Ini paling vendor LG udah muak banget dengan cara kerja orang-orang Kemenkue makanya proyek nggak ada progress yang signifikan. Jujur udah alergi lah kerja sama orang Pemerintah, kebanyakan basa basi yang ujungnya wani piro.",youtube
2025-11-04,"Next bikin kata2 intro bang

Kayak

HALO GAES DAVID DISINI",youtube
2025-11-04,"1,3 T itu proposal masuk ke APBN. 300 M masuk ke LG. 1 T nya ke kantong bajingan.",youtube
2025-11-04,"program bug bounty di indo masih sangat mnim jga bang malah kek nya g ada , padahal lumayan bagus jga kalo ada program itu pihak security setiap ada laporan keamanan bisa nge audit terus""an masalah yang di terima , perusahaan segede gojek aja malah buka bug bounty di website orng luar padahal itu perusahaan swasta anak bangsa wkwkwk",youtube
2025-11-04,Bang David coba compare sama E-Katalog 6.0 buat jadi role model proyek IT pemerintah,youtube
2025-11-04,"Jangan jangan, salah satu yg njebol adalah Bang Amri Ganteng yak 😂😂😂

Kalau programer macam temen saya 2008, wawancara ditawari urus ATM, kalau duit kegeser alias ilang, ditantang pilih lompat gedung suicide atau duit balik 100% 😂😂",youtube
2025-11-04,Mending digarap AI wkwkwkwk,youtube
2025-11-04,Dari januari sampe november haha hihi doang tim coretax ini,youtube
2025-11-04,njir ini serius lihat situs coretax pertama kali kaya anak SMK yang baru belajar bikis situs dari CMS Joomla,youtube
2025-11-04,Pak Purbaya lebih keren daripada yang sebelumnya. 😊,youtube
2025-11-04,Harusnya pak mentri gak usah menjjelaskan teknisnya bukan bidangnya. Fokus pada vendornya.,youtube
2025-11-04,MEREKA ITU ORANG2NYA SRIMULYANI & LUHUT. . . NGGAK NURUT SAMA PURBAYA,youtube
2025-11-04,"Kalau Tom Lembong dipenjarakan atas dalil dugaaan ""merugikan negara"" gara2 impor GULA dan Nadiem Makariem juga dipenjara karna dia lalai dalam melakukan pengawasan dan ada dugaan juga terlibat yang mengakibatkan ""kerugian negara"", Maka :
1. SRI MUL juga harus diperiksa KPK/Kejaksaan Agung atas kerugian negara dan dugaaan korupsi akibat anomali ""CORETAX""
2. Jokowi juga harus diperiksa terkait projek kereta cepat ""WOOSH"" yang gak masuk akal, menolak tawaran JEPANG yang G to G dan bunga lebih rendah (0,1% kalau tidak salah) dari China dengan jaminan APBN, dan menerima tawaran China yang B to B tapi bunganya 2% dan harganya mahal.. jelas2 gk kebayar utangnya  kok malah maksa??


sayangnya rakyat kita terlalu pengecut, gak berani bersuara",youtube
2025-11-04,"Mas david...bismillah ayo terus awasi IT negara ini, semangat anak bangsa...jangan tanggepin nyir nyiran orang tolol.",youtube
2025-11-04,"lebih cocoknya bangun coretax versi ke 2, yg dibangun oleh anak-anak bangsa sendiri.",youtube
2025-11-04,"Itu strategi nya Purbaya aja, tapi ada ahli2 nya di belakang Nya, semua sistem nya sudah di atur, kata teman saya di pake Purbaya.. sekarang semua sistem perbankan di tangan 10 ahli yang pernah kerja di bank elektronik semua sistem di Amerika Serikat sekarang ada di dlmnya",youtube
2025-11-04,"thanks bang,",youtube
2025-11-04,Kan pak purbaya bilang sekarang msh dipegang LG sampe kontark selsai bulan desember 2025,youtube
2025-11-04,"Bang @David, tolong ulas juga PPK Coretax dapet Fee brp dan Bagaimana Tim Pemeriksa Hasil Pengadaan Coretax ini bisa ngelolosin hal beginian !",youtube
2025-11-04,Kata Bu Sri paling juga rakyat ngak ngerti.,youtube
2025-11-04,busuk,youtube
2025-11-04,TOLONG PA MENKEU BERDAYAKAN PA DAVID UNTUK ANALISA LUBANG DI SISTEM CORETAX BIAR SEGERA DIANTISIPASI KEBOCORANNYA,youtube
2025-11-04,kan pak pur udah bilang... yg layer terakhir belum bisa diperbaiki.. karna source kode nya belum dikasih.. nunggu akhir kontrak desember nnti dikasihkan.. dn outus kontrak,youtube
2025-11-04,Menit 4:15  YTTA wkwkw,youtube
2025-11-04,BERDAYAKAN BANG DAVID BUAT BANTU ANALISA PA MENKEU HARUS DIBUKA SIAPA AJA PERUSAHAAN YANG NGERJAKAN CORETAX HARUS BENER2 DIAUDIT,youtube
2025-11-04,"Mantap bedahnya, minimal ngerti bagi yang awam. Makasih bang",youtube
2025-11-04,SEMUA HACKER INDONESIA HARUS BANTU SUPAYA BENER NIH SISTEM KEUANGAN INDONESIA BIAR NGGAK BANGKRUT,youtube
2025-11-04,project lempar tangan itu coretax aowkoakq,youtube
2025-11-04,IT INDONESIA HARUS DIBERDAYAKAN,youtube
2025-11-04,"Cocok wes lg Korea sesuai dengan drakornya, penuh intrik dan  korupsi...😂
1,3 T coba buka2an sebenarnya LG dapat fee berapa dari 1,3 T tsb, jangan2 hanya 250 M sisanya diembat sendiri..😂",youtube
2025-11-04,"saya rasa programernya masih ambil sks di ""stack overflow"", jadi satu error dicari dan diperbaiki.....",youtube
2025-11-04,"Wah pak Pur harus tau ini, bisa WA langsung ke pak Pur ini kan ada nomor lapornya.",youtube
2025-11-04,Harus diusut KPK ini utk proyek pengadaan coretax,youtube
2025-11-04,"Hadirkan 10 Purbaya.....
Kami mendukungmu pak Purbaya....karna kau selalu dalam kebenaran,  tayangan Fitnah Narasi tak kami hiraukan, kebenaran selalu dijalan yg penuh ""cobaan"" maju teruuuuussss !!!!",youtube
2025-11-04,"Hati hati bro, pak Pur orang nya oke,, banyak orang orang yang mau menjatuhkan dia.. musuh nya orang orang berduit haram..",youtube
2025-11-04,"Jadi gini bang. Telkom itu terkoneksi ke mayoritas ISP di indonesia wichis koneksi yg dipakai oleh para pengguna coretax - melalui IIX (indonesia Internet Xchange) yang ada di Gedung Cyber. Interkoneksi telkom itu  CUMA .. iya CUMA 10Gbps. makanya pengguna coretax yg menggunakan link selain Indibiz, bakal lemot. begitu bang. kalo lintas artha, dya ke IIX gede, ada juga di OIXP, jadi relatif lebih aman",youtube
2025-11-04,loh 4 tahun bangun aplikasi kelamaan..cok. bagi saya pak menkeu masih berusaha untuk tidak menghantam pejabat kemenku di masa lalu..masih berusaha sabar..hhhh bakal ada episode kejagung usut nih,youtube
2025-11-04,"Pak Pur, hire DavidAlfa untuk Audit System IT Cortax",youtube
2025-11-04,beliau klo gk salah udah bilang klo si pembuat udah kyk anak baru llulus SMA... hehe,youtube
2025-11-04,"kita cuma bayar pajak buat gaji buta orang bodoh... ngurusin Cortex aja ga becus !!!
kualifikasi PEKERJA ASN MACAM APA YANG DILAKUKAN OLEH NEGARA, BISA DAPET ORANG2 BEGO YANG KERJA D NEGARA !!!
GA USAH BAYAR PROGRAM CORTEX, PILIH VENDOR LAIN AJA !!!",youtube
2025-11-04,gas tembusin coretax sampai invisible,youtube
2025-11-04,"ya berarti selama kontrak berlangsung kan harus kooperatif dong kalau masih dalam masa kontrak lebih2 lagi ga jelas ini berarti dealing vendornya, cari lah itu sri mulyadi, ga jelas, cekal",youtube
2025-11-04,​ @Jeffarious betul itu pak,youtube
2025-11-04,"Hmmm,",youtube
2025-11-04,Yang penting fe gede bang.di parkir di luar negeri biar aman,youtube
2025-11-04,12:07 Bjirrr Dasar bangeetttt coooyyy... ini kek gw awalan belajar pake rdp.. kaya gini proyek Triliunan... :') aku aja masih nganggur yg,youtube
2025-11-04,"Oh maas mas ini sering fyp di ig saya motor ya diajak beli kepasar wkwk
Sehat"" mas semoga rezeki saya kaya mas ya amin",youtube
2025-11-04,"Pengalaman pegang project development dari vendor luar emang agar extra tenaga buat ngepush. mau dari UAT, PAT pastikan semua system running well. terapkan perjanjian jaminan tentang penyelesaian batas waktu target project,  jika meleset konsekuensi vendor harus berani menanggung pinalti.",youtube
2025-11-04,"Isi nya karyawan BI itu udah tua2 yang notabennya pake teknologi 15 tahun ke belakang dan setiap teknologi yang tidak terupgrade pasti ada celah di setiap versinya. Jd ketika masih pake teknologi lama, maka makin banyak peluang celah security yang ada. Makanya versi itu makin terus update karena dalam library atau framework pasti ada bugs yang harus diperbaiki atau disesuaikan dengan perkembangan hardware. Klo BI pake teknologi 15 tahun ke belakang, tentu akan banyak hacker2 yang sudah tau celahnya dari teknologi itu.",youtube
2025-11-04,Mantap :D,youtube
2025-11-04,JELAS MAS DAVID CORETAX UDAH JADI BAHAN KORUPSI JAMAN JOKOWI,youtube
2025-11-04,@gerindra.😅😅😅,youtube
2025-11-04,Emng pegawai negara rata2 pakai username password default . Terus IP dan port semua server pakai default . Jadi jangan heran mas. 😂,youtube
2025-11-04,mulyono mulyani sungguh2 terlalu,youtube
2025-11-04,aaah di CoreUpSee paling.muaak,youtube
2025-11-04,Udah jelas lo salah,youtube
2025-11-04,sekalian dibahas juga bang berapa sih biaya wajar bikin sistem kaya geto...apa kaya whoosh juga yg konon katanya dimarkup sampe 3x lipat..,youtube
2025-11-04,"menurutku bukan ada yang salah, tapi banyak yang diabaikan.",youtube
2025-11-04,"Harusnya orang2 seperti bg david ini yg menjadi mentri komunikasi dan digital,yg betul mengerti tentang teknologi digital!",youtube
2025-11-04,Panggil aja pak kim jong  un  kesini untuk beresin,youtube
2025-11-04,Sudah biasa proyek buat lahan korupsi.,youtube
2025-11-04,"Cari orang jujur tapi cerdas  itu susah, hubungannya dg pembentukan  karakter  sejak kecil, bisa dilihat dari berbagai lembaga pemerintahan dan lainnya",youtube
2025-11-04,"Bang coba dibantu supaya lebih baik lagi programmer nya, kalo bisa ngusulin diri bang kan punya nama juga abang ini, biar cepat selesaii masalah ini.",youtube
2025-11-04,Kok yg dibahas aku tidak ada yg paham aku wkwkwkwkwkwkw,youtube
2025-11-04,Kirim link ke WA Pak #Purbaya bang,youtube
2025-11-04,GASSS BANG MASUK KEMENTERIAN.... KOMPETEN ILMU ENTE BANG... GAS BANG.... MASUK KABINET PRABOWO...,youtube
2025-11-04,Pak pur nih mas jadiin staf sus di kemenkeu,youtube
2025-11-04,"ini proyek abal2,LG yang menang proyek, hanya saja cuma pinjam bendera biar kliatan mumpuni, padahal yg ngerjain orang2 kemenkeu 😅",youtube
2025-11-04,"Kalaupun gak ada apa2 di belakangnya, make sense masalah2 ini muncul. Ini soal mindset dan kelakuan ASN yg gak ngerti, gak mau belajar, dan gak perduli….",youtube
2025-11-04,"sekarang login Coretax Alhamdulillah udah cepet, udah beda dari yang kmarin2 bikin darah tinggi, silahkan dicoba teman2 yang mau login",youtube
2025-11-04,"cloning aja dah dg milik singapure syntax dan system cloud nya pajak nya.
tinggal di edit sesuaikan dg peraturan pajak indonesia.
bisa gak sih begitu ?",youtube
2025-11-04,selama ini yang tidak pernah di sorot adalah...panitia pemilih pemenang tender....siapa itu orang2 yg meloloskan supplier2 busuk yang rugiin rakyat indonesia,youtube
2025-11-04,"BONGKAARRR.... restart semua aja dehhh...
bila perlu, orang-orang yang bekerja di kementrian keuangan juga diganti... yang lolos uji trust (trastable) dengan portofolio sistem track record masing-masing...",youtube
2025-11-04,"yah namanya server secanggih google aja bisa dibobol,masalahnya diperbaiki berkala alias diupdate",youtube
2025-11-04,"tolong dong pak purbaya, SIPD ( Sistem Informasi Pemerintahan Daerah) juga kacaau lelet, kalau curhat jaringan internet kita yg disalahin padahal jaringan internet kita ga ada masalah, aman aja, SERVERnya atau sistemnya bobrok nyusahin, tp disuruh kerja cepat",youtube
2025-11-04,10:17 HIDUP PAK PURRRR 🎉🎉🎉,youtube
2025-11-04,"Agen Pengadaan PWC, Vendor LG CNS, QA nya deloitte. Mohon disorot juga ini min😂 bayarannya mahal dan dari uang pajak loh",youtube
2025-11-04,"kemungkinan gaji programmernya gak sesuai dengan pekerjaan, jadi programmernya jg males2an. apalagi setelah tau biaya pembuatan nya di publish",youtube
2025-11-04,"mungkin yg ngerjain OB magang nya LG , karena duit ke LG cm 100jt wkakakaka",youtube
2025-11-04,Open source kan saja.. biar bisa di review,youtube
2025-11-04,"Bagusnya punya menteri master IT dan master ekonomi, banyak yang harus dibenahi karena masa lalu zaman Jokowi, semua program pasti biaya tinggi hasil nihil, yang penting proyek jalan dan cuan untuk korupsi besar, masalah hasil tidak peduli",youtube
2025-11-04,"Harus reformasi semua tim IT cortex, jangan sampai ada duri dalam daging",youtube
2025-11-04,"jujur gua bingung make coretax, udah bayar pajak pake billing yg d kasih d coretax tp katanya itu belum cukup harus lapor lg, menurut gua mending yg dulu jgn d hapus ampe coretax bener dan mudah d pakai.",youtube
2025-11-04,Luar biasa mas...hidup coder indonesia...abaikan komentar buruk para bangsat yg ga punya nasionalisme,youtube
2025-11-04,kalau bang Amri mah percaya gw .... kalau ngerayu bang Amri meetupnya ama zaskia ajaa  🎉🎉🎉🎉,youtube
2025-11-04,wkwk kan sudah di bilang pak pur klo source masih ada di pemilik proyek,youtube
2025-11-04,"Ketika aku nonton yt di dalam yt 
Alasan ny karena pengen dapet penjelasan dari konten kreator 😊",youtube
2025-11-04,Kalau anda punya pengetahuan ttg itu dan di situ masih ada kelemahan mumpung sedang perbaikan sebaiknya anda menghadap pak Purbaya memberi masukan  itu hal positif,youtube
2025-11-04,"Bang sabar bang, tim IT nya juga punya ordal jadi nggk perlu cape"" UAT sama QA cukup panggil vendor buat UAT aja hahaha",youtube
2025-11-04,Pak pur bisa libatkan mas david buat ngecek orang2 IT di  Kemenku pajak khususnya,youtube
2025-11-04,3:10 masalah nya purbaya gak percaya lagi sama LG utk perbaiki bagian2 yg error. Daripada nunggu lama mending dia takeover ke tim IT nya sendiri.,youtube
2025-11-04,KPK lgi bobo.. kita percuma speak up ending nya membangongkan terusss🤦🏻‍♂️,youtube
2025-11-04,"Bukan LG, vendornya anak sma yg baru belajar londo ireng mungkin harganya cuma 10jt rupiah sisanya anggarannya buat bancakan",youtube
2025-11-04,"Semua sektor dipemerintahan banyak yg ngak bener, saat ini yg bisa kita harapkan hanya dari pak Purbaya, KDM, sama saya berharap Bu puji Astuti kembali ditarik ke pemerintah untuk menjadi menteri kelautan, dan pak Ahok tolong tarik ke pemerintah dan berikan nama2 ini jabatan paling tinggi dibidangnya, biar bawahan yg sok keras langsung di gamprat)",youtube
2025-11-04,"CORETAX uda jelas korupsinya, tapi heran sampe skrg blm ada yg ditangkap!",youtube
2025-11-04,"pak tolong ajukan pengaktifan E-KTP, dan tolong bantua dan subsidi itu langsung dikirim /distribusikan lewat E-KTP tanpa pihak kedua, karena E-KTP sudah bisa untuk terima dan kirim uang... Jadi bantuan atau subsidi langsung tepat sasaran",youtube
2025-11-04,Bantu bang...agr indonesia tdk slalu dibdh2i sm org2 indonsia sndri yg memikirkan cmn prt sndiri...pdhl digaji pmrinth yg bkn sdkit..miris,youtube
2025-11-04,Ada unsul ke sengajaan ... nanti pajak2 yg di pungut bisa di nego oleh orang pajak sendiri ....,youtube
2025-11-04,Jangan percaya orang Korea,youtube
2025-11-04,"Banyak omong lu, lu uda programmer apa? terkenal aja kaga lu",youtube
2025-11-04,"Banyak cari panggung, sblmnya pada diam",youtube
2025-11-04,"kalo mmg pny skill bantu pemerintah benerin dong bozz.. nonton doang lu gk mau bantu, lu jg hidup besar d tanah air indonesia. capekny apa sih bantu gt cm senam jari doang kok berat amat hati bantu bsny nyinyir u ai ti ai ti doang",youtube
2025-11-04,Klo sudut pandang aq dr warung kopi ya normal aj udah jago pasti ada yg jago msh ada yg jago lagi ....kami yg orang ndak tau IT cuma bsx udah bagus berusaha cari orang2 pandai pada ahlinya ...klo sempurna siapa ?! Anda ...anda pun setahu gua sama  pak purbaya jg setahu dia 😂😂😂 ente.....,youtube
2025-11-04,"Sedih 1,2T itu duitnya dari mana?sekaya itukah indonesia?sedangkan gw makan aja sehari cuma 2kali pagi tempe,sore tahu",youtube
2025-11-04,"Semua itu karena cuan bang udh simpel aja, kalian semua pasti paham. Udh di telusurin aja jejaknya siapa saja orgnya yg ikut dlm program ini klu emg bermasalah, toh negara sdh di rugikan begitu besarnya gara² mslh ini.
Hukum sesuai peraturan yg berlaku di negara ini secara transparan jikalau org yg ikut tender ini bermasalah_ udh sls gitu aja.",youtube
2025-11-04,Pecat purbaya,youtube
2025-11-04,Kalo ga salah. PP bilang kmaren ga bisa dapat hak akses maksimal sebelum 2026.,youtube
2025-11-04,Tim internal yg dibuat dinamakan PSIAP. Dengan gaji sangat tinggi namun sayangnya diisi oleh orang2 titipan yg komepetensinya dipertanyakan,youtube
2025-11-04,"O, gitu..",youtube
2025-11-04,"Definisi ketika bayar murah dan maunya terima beres. ""Saya sudah buat seperti ini flownya ya pak"" Kata si bapak ""Siap saya percaya sama kamu"" Software harusnya mulai dari versi 0 koma sekian ini 0 aja a.k.a......

Silahkan isi sendiri 🙈",youtube
2025-11-04,"Anda salah sangka bro, maksud pak purbaya software ini bakal di cut di bulan Desember saat berakhir kontrak, beliau rencana mau bikin software sendiri dengan tim lokal dan minta resource2 penting yang baru akan diberikan di bulan desember oleh LG",youtube
2025-11-04,"Tidak 1 pun istilah yg gw paham, kyk’y ini video bukan buat awam",youtube
2025-11-04,"sikat terus bang
biar berbenah
Pak mentri orangnya welcome banget dan Suka berbenah demi kebaikan",youtube
2025-11-04,Abang dkk  jago IT tolong bantu pak purbaya dg sukarela dan sarannya,youtube
2025-11-04,"Bangsa konoha bangsa Toloy bgt,
Paling di letak di satu server doang, peke engineX ya",youtube
2025-11-04,Ketawa gua dengernya semua error kaya gini....bener perlu ada UAT dll,youtube
2025-11-04,kebobrokan kinerja srimulyani semakin terungkap,youtube
2025-11-04,😂,youtube
2025-11-04,"tolong kawal terus bang. Jgn lupa ajak rekan rekan di dunia IT yg punya concern sama ttg kedaulatan digital Indo, biar suaranya makin terdengar dan sbg edukasi utk masyarakat juga. 🙏",youtube
2025-11-04,"Keren Mas, pencerahan untuk masyarakat luas jadi sedikit tau tentang betapa dibodohinya kita selama ini. Uang  boleh ngutang masyarakat yang bayar tapi hasilnya hanya untuk membodohi masyarakat. Proyek manipulatif yang bener2 kurang ajar😤😡",youtube
2025-11-04,Ya selama masih buatan manusia masih ada kemungkinan untuk ditembus tapi kan selama masih memenuhi standard keamanan ya gak masalah,youtube
2025-11-04,Adili Sri Mulyani,youtube
