date,text,source
2025-11-04,"Cortex menjerat Sri Mulyani,mau gak mau harus nurut dan dimanfaatkan sama mereka2",youtube
2025-11-04,"cut aja sekarang, uda jelas buang waktu doang",youtube
2025-11-04, @c5x6xserx11z1uxse  di cut sekarang juga percuma kalau resource seperti database dll diberikan desember,youtube
2025-11-04,Wkwkw pengen dapet bagian jg ini org.Lg caper2nya,youtube
2025-11-04,proyek 50jt aja udah pakai identity server dan udah JWT,youtube
2025-11-04,"Harusnya belum sempurna, karena proyek masih jalan, yg menjalankan tim dari LG, tapi sdh lebih bagus dr sebelum nya",youtube
2025-11-04,Semoga pak Purbaya telpon David. ❤,youtube
2025-11-04,"Gila' gak tambang, gak sistem di pangkas.. hebat' termul",youtube
2025-11-04,Para pejabat Indonesia kotor2,youtube
2025-11-04,TDK ada sistem yg aman didunia ini..ya kan?,youtube
2025-11-04,Pak purbaya ...liat dong😮,youtube
2025-11-04,Keliatan masalah ini gk bisa diselesaikan cuma dengan pemimpin yg bener tapi semua bawahannya juga harus jujur dan pinter,youtube
2025-11-04,"Banyak yang menyampaikan ""harusnya David bantu Pak Purbaya"", nah kalau saya, ada dua kemungkinan, yang pertama dia adalah termul yang upaya menjatuhkan pemerintahan dan di ganti oleh Gibran, dan dia dipakai oleh Gibran, yang kedua mungkin dia sedang cari cuan sambil edukasi tentang yang dia sampaikan",youtube
2025-11-04,Mending lu aja bang jadi assisten pak Pur...,youtube
2025-11-04,Namanya baru diusahakan ..kan blm kelar mas david,youtube
2025-11-04,"Bro, udah keliatan bau amis korupsi, LG cuma buat label doang, yg buat aplikasi cuma sekelas developer rumahan 😂😂😂, bayangin aja bosss buat aplikasi 1,3 T, orang china buat deep seek aja cuma abis 6 juta USD atau setara 100 milyar rupiah doang",youtube
2025-11-04,"Coretax bisa ancur2an gitu? emg bu srimulat ngapain aja anjirr?? Skr Pak Purbaya yg kelabakan ngebenerin ""barang2"" peninggalan Bu srimulat yg sudah berantakan, seperti nya krn kebanyakan dipuji deh ibuk ini, makanya hasil kerja nya pada gak bener",youtube
2025-11-04,Padahal itu barang ada dugaan korupsi IWPI udah ngelapor ke KPK tapi sampe sekarang sudah 10 bulan tidak ada pergerakan dari KPK,youtube
2025-11-04,"Sehebat hebat situs website tetap aja masih bisa di tembus systemnya ( no system is safe, security just illusions) 😎",youtube
2025-11-04,"Mention Pak Purbaya, Bang. Keknya Lu, Pak Sandika Galih WPU, Pak Onno, Bang Arianto sama si Aji harus turun keknya.",youtube
2025-11-04,"🙄.. Pak Purbaya harus punya tim koki dan dapur khusus untuk menyiapkan masakan dan minum setiap harinya...

😐",youtube
2025-11-04,LG biasa buat mesin cuci suruh buat program😂😂...,youtube
2025-11-04,kenapa LG tidak berikan statement ya,youtube
2025-11-04,"Banyak komentar2 bodoh, ini salah satu yg gua pin. Gua ga kerjain proyek pemerintah masih bisa idup layak bro.",youtube
2025-11-04,Growtopia,youtube
2025-11-04,Ahhaahah komtol,youtube
2025-11-04,"Toko Kuchiki gak laku gini nh, belajar dulu sana sama Urahara cara dagang",youtube
2025-11-04,banyak makan ciki lu wkwkkw,youtube
2025-11-04,"kalo mmg pny skill bantu pemerintah benerin dong bozz.. nonton doang lu gk mau bantu, lu jg hidup besar d tanah air indonesia. capekny apa sih bantu gt cm senam jari doang kok berat amat hati bantu bsny nyinyir u ai ti ai ti doang",youtube
2025-11-04,"lu gk ada manfaatnya bro, diam lebih baik",youtube
2025-11-04,"​ @davidalfasunarna  Sabar bang. Saya programmer juga, dapat tawaran kerja buat website partai dan judol. Tapi saya tolak semua, first rule saya untuk tidak menjadi seseorang yang PEP (Politically Exposed Person).
Karena akan membuat proses klarifikasi menjadi jauh lebih susah di luar negeri. (Aliran dana ada kemungkinan dari hasil korupsi)",youtube
2025-11-04, @amadeuscastor7510 emang gw bisa dateng ke kemenkeu trus buka codenya? Lu kira sesimpel itu? Kita bayar pajak makany kita bersuara sesuai bidang masing2,youtube
2025-11-04,"​ @duniaterkini2527 David mengkritik pemerintah, emang salah? Kalo bisa pemerintah tanggap terhadap kritikan rakyat😂😂😂",youtube
2025-11-04,cie cie..cembokur loe..david dah kaya & sukses..karna dia cinta NKRI makanya selalu kasih masukan bray 😅,youtube
2025-11-04,"sakit nih orang, pantes aja indo ga maju2.",youtube
2025-11-04,"​ @amadeuscastor7510 bodoh, buzzer dongo",youtube
2025-11-04,"tapi memang coretax sekarang cepet kok, beda sama kemarin, kemarin sebelum2nya kalau mau login bikin darah tinggi, sekarang udah cepet bahkan paling bagus kayaknya dibanding web2 instansi lain",youtube
2025-11-04,Sdm rendah biasa bang suka nyinyir. Malahan saya seneng klu sekelas abang yg kompeten dlm bidang IT ikut gabung dgn pak Purbaya utk kemajuan bangsa Indonesia why not?,youtube
2025-11-04,"termul....memang sakit ....jokowiesme idiologi pembodohan , cara terbaik untuk beajar berbohong, nepotisme, berkolusi, berkorupsi, ngeyel dan cari kambing Pink",youtube
2025-11-04, @davidalfasunarna  buzzer dia mas,youtube
2025-11-04,"Typing lu jelek bgt, ga lulus sd lu?",youtube
2025-11-04," @davidalfasunarna abang lah yg bodo ngaku pinter tp ap yg udh dilakukan buat yg banyak abang hina2 selama ini selain jualan barang😂.Ga ada sumbangsihnya ,inget ya jangan pernah kerjain pemerintah punya",youtube
2025-11-04," @amadeuscastor7510 biasa mas caper doang ga usah diladen 😂,dibilang fakta kepanasan langsung",youtube
2025-11-04,Emgnya kenapa kalau ini org dapet or pengen dapet proyek ini?? Kalau dia mampu kenapa enggak. Koq lu sewot!,youtube
2025-11-04,"​ @davidalfasunarna  jangan di tanggepi bang, orang"" begini malah senang sekali lihat lo nanggepi mereka, mereka halu krn merasa lo marah dan benci ke mereka",youtube
2025-11-04,"Hallo prodak anak BUMN, panas ya 🤣🤣",youtube
2025-11-04,"​ @davidalfasunarna gw kenal programmer'' lebih pinter dari gw. tapi rata'' mrk sombong ga pernah denger pendapat orang. termasuk mungkin anda. dan pada akhir mrk susah dapat kerjaan karena juga seenak sendiri dan akhirnya ngemis'' kerjaan. gw bantuin bikin proframnya, tapi  akhirnya sampe ninggalin gw dan ngambil semua komisi gw karena langsung minta ke bos gw. no problem. giliran softwarenya error malah gw yg ditanya kantor gmn solusinya",youtube
2025-11-04,"ehh ada si penikmat duit korup jg nih dsni ,gmn bro msh kurang?brodavid mnyuarakan ini zaman era keterbukaan informasi,knapa harus takut bro,tunggu tggl mainnya",youtube
2025-11-04,"Makananya kaya kalian2 ini yg ga kalah tolol .Mana coba cari coretax g bisa buat npwp seminggu😂,sumber beritanya cuma “dari kata temennya” sekelas IT yg miliaran ga mau kerja dari pemerintah.Mati sehari aja udh pasti masuk berita ini seminggu 😂.Mengarang bebas demi konten

Buat yg bilang g akan diberitain lah org jelek ,lah itu web magang aj lg dibenerin maintenance kmrn blm stengah jam udh digoreng.INI CORETAX yg paling seksi buat dihina krn anggaran besar mampus ada MATI SEMINGGU untuk pembuatan NPWP ga ada sama sekali di pemberitaan 😂.",youtube
2025-11-04,"Makananya kaya kalian2 ini yg ga kalah tolol .Mana coba cari coretax g bisa buat npwp seminggu😂,sumber beritanya cuma “dari kata temennya” sekelas IT yg miliaran ga mau kerja dari pemerintah.Mati sehari aja udh pasti masuk berita ini seminggu 😂.Mengarang bebas demi konten

Buat yg bilang g akan diberitain lah org jelek ,lah itu web magang aj lg dibenerin maintenance kmrn blm stengah jam udh digoreng.INI CORETAX yg paling seksi buat dihina krn anggaran besar mampus ada MATI SEMINGGU untuk pembuatan NPWP ga ada sama sekali di pemberitaan 😂.",youtube
2025-11-04," @anawihartatik3221 dia yg sewot ,dibilang bgitu kepanasan langsung.Segala bodoh2in orang.Mana tuh gw tunggu dari tanggal berapa coretax MATI SEMINGGU buat NPWP 😂",youtube
2025-11-04," @nangnengnoong gw tunggu tanggal berapa CORETAX MATI BUAT NPWP SEMINGGU😂.MATI LOH YA,jelas caper malah ngomongin orang bodoh😂.Penipu2",youtube
2025-11-04,"​ @tokokuchiki874 bocah otak kosong, kritik itu ga perlu harus ngasih apa ke negara, masyarakat bayar pajak, itu website dibangun pake duit rakyat, klo rakyat mempertanyakan ya wajar, 
Mereka udh digaji pake APBN buat selesain masalah masyarakat, bangun coretax juga pake anggaran negara, klo masyarakat mempertanyakan dengan anggaran segitu tp malah jd website sampah ya wajar, tolong kalo goblok jgn komen yang kaga2, tipikal buzzer nasi bungkus yg bikin negara hancur modelan begini, greget bgt gw asli",youtube
2025-11-04,"​ @amadeuscastor7510 bocah kosong ga tau birokrasi kayak begini, hadeuh, dikira masuk urus proyek pemerintah sebesar dana coretax gampang apah,",youtube
2025-11-04," @tokokuchiki874  apa yang udh dilakukan, bayar pajak tolol, transaksi dia udh milyaran dan setiap kali ada transaksi pasti ada pajaknya, dan itu tidak sedikit. terus orang yang ahli di bidangnya nggk boleh komentar gitu dengan ketololan pemerintah yang menghmbur2kan anggaran.. fix lu yang tolol sih. klau misal bang david kesel, terus pengen ambil alih project yang nggk beres2 ini, wajarlah. dia juga jago dibidangnya. tapi apa daya, tidak segampang itu masuk di project pemerintah klau benar2 niat mau ngerjain",youtube
2025-11-04, @davidalfasunarna  bodoh karna tidak tau itu hal wajar tapi itu manusia udah ke runut anti-intellectual bang david. mereka mau dibalas apapun secara dasar teknis atau basis ke ilmuan pun manusia-manusia kera seperti itu bakal tetap berisik.,youtube
2025-11-04,"yaelah bro, project pemerintah negonya banyak, banyak maunya, bayarnya lama apa yang di arepin:face-blue-smiling:",youtube
2025-11-04,Kenapa masih ada orang dinegri ini yang se tolol ini😅?? dikoreksi Tujuan nya agar coretax lebih baik...,youtube
2025-11-04,gua jg pengen,youtube
2025-11-04,Hama yang hidup di dunia berkomentar,youtube
2025-11-04, @elinsimatupang6851  BENER,youtube
2025-11-04,si muke pler panik,youtube
2025-11-04, @davidalfasunarna  bener,youtube
2025-11-04,"cie cie yang kemarin dapat bagian dari SriMul, yang menteri kesayangannya abis dipecat trus muji2 Menkeu Terbaik sedunia,, cie cie, yang waktu ngegym di kantor pas jam kerja gak ditegur2.. cie ciee...",youtube
2025-11-04,bacot termul,youtube
2025-11-04, @davidalfasunarna  biarin bang yg bocat bazzer solo itu kyknya,youtube
2025-11-04,emang lw bisa apa? iri itu nyesek,youtube
2025-11-04,"justru kalau ikut proyek pemerintah itu susah bro , lu belum pernah ikutkan proyek2 pemerintah , mending proyek B to B swasta dr pada sm pemerintah asli dah",youtube
2025-11-04,"​ @davidalfasunarna jgn d ladenin bg, berdebat dengan keledai tidak membuat kta terlihat pintar",youtube
2025-11-04,"Wkwkwk, kena pin of shame",youtube
2025-11-04,biarin aja kalo jadi lebih baik. wajar pak david lebih paham buat sistem lebih baik. daripada dibikin abal2 tapi biaya mahal,youtube
2025-11-04,"​ @davidalfasunarna  anda kan tokoh figur publik, apa tdk bs lgsung telpon menkeu bilang sy mau ralat situsnya, sy jg WNI ingin berkontribusi utk nkri tercinta. pasti dikasi, ingat wahai sdrku, kita d indonesia ini top global trkenal akan kegotong royongan ny bahu membahu, bersatu kita kuat nercerai kita runtuh. amerika china auto ketar ketir liat indonesia bangkit",youtube
2025-11-04,"​ @davidalfasunarna kalo hati tulus ingin membantu pasti simpel prosesnya Insyaallah, mn ada orang yg menolak bantuan",youtube
2025-11-04,"udh bener ngurusin kucing jg, mlah sok2an ikut nyampah dsini. otak ga nyampe ya gini contohnya wkwkwk",youtube
2025-11-04,"Yahaha ga ada panggung ni ye, lihat track record orang bro ni YouTuber termasuk favorit ane, gak pernah aneh2. Beda kek sebelah 😂😂",youtube
2025-11-04,"Anda ga pernah lapor pajak ya? Krn komen anda kyk ga gemes gitu sm cortax yg ancur. Apalg tinggal 2 bln lg dah tutup buku, kita wp dah harus siap2 bikin spt. Pemerintah yg lalu itu bebal, dibilang coretax ini sampah, mending di benerin dlu dan biarkan wajib pajak pakai DJPonline sampai coretaxnya beres, masih aja pakek coretax. Dan yg mengeluh soal sampahnya coretax ini bukan cm kita wajib pakak lho, para petugas pajak yg bersentuhan langsung dgn wp jg ngeluh.

Kalau Pak David ini komentar soal itu ya wajar lah, urusan dia mau caper atau tidak, terserah dia. Krn dia lah kita tau apa yg terjadi. Bukan manggut2 aja terima penjelasan dri pemerintah yg jelas2 banyak masalah.",youtube
2025-11-04,Loh pemain judol ya,youtube
2025-11-04," @amadeuscastor7510 lha edan. Kl konsep mikir pejabat kyk lu semua. Ya pantas lah banyak korupsi. Mreka dah pakai anggaran 1,3T buat bikin ini barang. Knp hrs di bantu secara gratis oleh masyarakat lg. Ya hrsnya yg bikin ini yg tanggung jawab beresin. Kyk lu jago IT. Laptoplu rusah padahal baru beli, lu bodoh kl lu benerin sendiri, mestinya lu balikin ke tokonya, minta dia benerin.",youtube
2025-11-04,Oyen meresahkan,youtube
2025-11-04,​ @AlexsKomplex mabuk dia bang😂😂,youtube
2025-11-04,"maklum bang dia salah satu cebong lepas dari kerandanya.....jangan di dengerin😂😂😂😂😂😂😂, dia tidak tahu perbedaan kritikan dan menjatuhkan.",youtube
2025-11-04,​ @amadeuscastor7510 enak bgt ya ceritanya kalau gitu org lain yg nerima gaji tp org lain yg kerja gratis gitu? itu penindasan dibalut dg kata2 indah yaitu kata cinta! or toxic relationship 🤣,youtube
2025-11-04,2045 Indonesia jadi negara apa bang ?,youtube
2025-11-04,"​ @davidalfasunarna 
Ddngan komentar anda ygckasar berati BENAR Yg disampaikan.
A.da saja ga bisa koreksi diri sendiri
BODOH",youtube
2025-11-04,Salah satu termul nongol,youtube
2025-11-04,​ @tokokuchiki874  jualan barang yg bagus n bermanfaat dianggap ga ngelakuin sumbangsih untuk mendukung ekonomi bangsa? trs apa yg dianggap bersumbangsih membantu bangsa menurut anda? apakah mjd buzzer unfaedah adlh sumbangsih untuk bangsa gitu? atau memanfaatkan kepintaran org dg gratisan penindasan kpd yg pintar dibalut dg kata indah seperti cinta bangsa? jadilah buzzer berfaedah 👍,youtube
2025-11-04,"@tokokuchiki874 lu belum nyoba dan menjalankan coretax sebagai tax di corporate gimana rasanya program dengan harga 1,3 T  itu.... Kami dan komunitas tax officer merasakan bro...",youtube
2025-11-04,"​ @amadeuscastor7510 gk ada yg namanya kontribusi, yg ada kontrak kerja, emangnya lo mau kerja di proyek pemerintah tapi gk di bayar? Semua ada harganya bro gk sesimpel kata kontribusi, 😂😂😂",youtube
2025-11-04,wah aku tk diam aja deh....hanya bisa dengerin doang gak ngerti blas tp tahu akan hasilnya saja deh penting data aman² saja beres,youtube
2025-11-04,"nah ini sub con nongol emosi, wkwkwkwk",youtube
2025-11-04,​ @KhaibarAli-y5q 🤣🤣🤣,youtube
2025-11-04,"​​ @rabbitvee321 iy benar, klo kerjany d lapangan yg berat hal tsbt tidak baik. lah ini kan cm maen komputer, mencet2 gerak jari doang, susahny apa klo mmg bs. gk bakal kluar keringat lah. beda konsep bambang",youtube
2025-11-04," @amadeuscastor7510  dih, gk segampang itu boz. lu tau juga gak CORETAX abis berapa triliun? senam jari abis triliunan? lu di begoin",youtube
2025-11-04,​ @davidalfasunarna kayaknya yg komen bodoh itu orang dalem bang... yg tersinggung krn kerja ga bener lalu ditelanjangi di sini... dan sy pikir karir mereka sudah END,youtube
2025-11-04,Ya gak gitu jg konsepnya itu coretax kalau eror2 mlulu banyak bug dsbnya jg ngrepotin kerjaan orang lain soalnya😅,youtube
2025-11-04,"​ @amadeuscastor7510  hmm kerja maen komputer? 🤣 kok anda jd merendahkan orang2 yg kerja pakai OTAK? dikira ga berat apa ya kerja pakai otak? mungkin amda harus coba kerja pakai OTAK supaya tau rasa capeknya wkwk maaf2 aja ini anda yg memulai krna merendahkan pekerja yg menggunakan otak padahal alat2 yg kalian pakai di lapangan adalah alat hasil dr otak tanpa pkerja otak mungkin tdk bisa kerja di lapangan juga anda, so.. tolong jgn merendahkan pekerjaan org lain n coba sekali2 kerja pakai OTAK saran saya sih biar ngerasain wkwk",youtube
2025-11-04,"​ @amadeuscastor7510 andq boleh tanya jg bahwa pekerja otak n kreatif itu sama beratnya n Berdampaknya dg pekerjaan fisik so... jgn salong merendahkan klo tdk tahu, btw bom nuklir n senjata biologis bahkan senjata api pun dirancang melalui pekerjaan otak, bahkan kesehatan pun melalui pekerjaan otak, tolong lebih beradap n berfikir kalau mampu",youtube
2025-11-04,klo mau pinjem harley bng david ucaplah baek baek bng,youtube
2025-11-04," @davidalfasunarna  emang bloon, dikiranya kemenkeu sekelas pos ronda kali bang, siapa aja bisa dateng terus otak-atik codenya wkwkkw",youtube
2025-11-04,"Ampun dah IQ 78 kayak gini nih contohnya, yang dibahas hal hal teknis kenapa pula serang personal? 🤧",youtube
2025-11-04,Jika kalian bisa berkontribusi ya bantu jika tidak bisa bantu ya diam saja...itu lebih baik...,youtube
2025-11-04,"elu gak ngerti IT tong,  jadi  koment lu konyol.
yg paham IT pasti langsung tau si koboy pansos memang gak paham masalah IT",youtube
2025-11-04," @davidalfasunarna  iya betul David, miris banget baca komen komen tolol, padahal mereka gak paham IT.   lebih miris lagi si koboy pansos juga gak paham tapi gayanya asbun gitu.  saya aja  antara ketawa  dan sedih liat menteri model gini",youtube
2025-11-04,"​ @davidalfasunarna anda betul😅,dan yg saya heran di kritik bknnya legowo eh malah nyolot😂😂😂😂😂",youtube
2025-11-04,"​​ @rabbitvee321  mikir doang lu katain capek.. hadeuhh.. itulah definisi sdm rendah, orng sdm rendah itu gk bs + males mikir, jdny gk mikir. capek katanya. kapan bisa rakyat indonesia berpikir kritis kalo dikit2 berat capek",youtube
2025-11-04,komentar PA😅,youtube
2025-11-04,", cara pikir orang gaptek,",youtube
2025-11-04,Sabar bang sunarna... Orang goblok lagi blajar komen tuh...,youtube
2025-11-04,"check n balance nda masalah dong, dia kan bayar juga.. yg mana uangnya buat bangun itu sistem",youtube
2025-11-04,​ @duniaterkini2527 buzzer pemerintah lama pasti yg mau bungkam org yg bener 😅,youtube
2025-11-04,​ @tokokuchiki874 cie buzzer ngambek,youtube
2025-11-04,W kok malah penasaran kok ga 1 frame lagi sama ko Julio,youtube
2025-11-04,"​ @tokokuchiki874 😅 gak usah diladenin dia mah, soalnya gue tadi juga nemuin komentar dia di video lain dan emang suka komen ragebait orangnya!",youtube
2025-11-04,Pola pikir yg dangkal.,youtube
2025-11-04,ini komen TOLOL  jgn di pinned,youtube
2025-11-04,"​ @rabbitvee321 mikir doang lu kata in berat, pantas indo di cap negara sdm rendah klo orngny isiny kyk lu. malas mikir, gk mau mikir, kenapa?? berat, capek 😂😂..",youtube
2025-11-04,"biasa ternak Mulyono yang mulai tergeser semua bro gak usah di perhatikan, di blokir aja akun² nya ternak Mulyono...",youtube
2025-11-04, @davidalfasunarna mana basisnya ngomong CORETAX MATI SEMINGGU BUAT NPWP bang pinter?.G mungkin kan sepinter abang ini berdasarkan “kata temen” doang.Tanggal berapa itu ? .Kl masih belajar buat2 cerita jangan lah pake2 cap merah segala bilang MATI SEMINGGU.,youtube
2025-11-04,"telkon itu memonopoli backbone, klo pake punya dia dilancarin jalurnya, yg punya saingan dibatasi. provider lain juga harus bayar ke dia. yg kek gini udah kita tes langsung pake jalur dia dan saingannya",youtube
2025-11-04,Rakyat mau bikin NPWP sama bayar pajak jadi males Pak,youtube
2025-11-04,pa purbaya ngerjain pekerjaan  kominfo njir,youtube
2025-11-04,Developer pulsa di Indonesia itu juga jago jago dan sdh teruji. Kebetulan aku juga main diserver pulsa. Dan dikasih lihat api bekerja. Orang yg bisa buat api sendiri itu pasti jago dlm hacking.,youtube
2025-11-04,“Bukan aplikasinya yang bermasalah”. Kata orang tone deaf di atas sono.,youtube
2025-11-04,Bangsa ini sdh rusak di semua lini mas,youtube
2025-11-04,kerjaannya si mata2 bank dunia memeras rakyat konoha supaya ga pinter2 dan dibuat miskin selama 15 tahun,youtube
2025-11-04,"Yg harus publik tau CORETAX ini bukan inovasi utk mempermudah birokrasi perpajakan tp sekedar Proyek Politik. Sama halnya dg MBG, Koperasi MerPut, Ethanol, Subsidi Mobil Listrik, Subsidi BBM & LPG. Itu sebagian baik besar & kecil dananya lari ke kantong pribadi investor maupun ternak dr pejabat pemerintahan.",youtube
2025-11-04,"Indonesia.kebanyakan yg megang proyek ga sesuai jurusan.jurusan marketing megang it.yg mikirnya cuan.
Haduuuuuhhhh.",youtube
2025-11-04,BUMN sedang bermain 😂,youtube
2025-11-04,"Sri Mulyani harus diperiksa Kejagung masalah Coretax sebab habis buanyak bayangkan 1,3T uang banyak itu nggak main2 lho..",youtube
2025-11-04,Kalo mbahas masa sriemul entahlah,youtube
2025-11-04,jadi intinya dari video ini adalah mentri sebelumnya kerja apa ya.,youtube
2025-11-04,Mantap sepertinya elu perlu ngajari langsung mereka bang,youtube
2025-11-04,Pak Purbaya Mungkin Bisa dipertimbangkan Untuk merekrut mas David,youtube
2025-11-04,"Kl mo berpikir buruk, itu sengaja dikasih jelek supaya jd proyek abadi",youtube
2025-11-04,Waktunya indonesia berbenah 😌✌️.... Perlunya mencari pemimpin yang benar benar berkualitas..bukan hasil ijazah palsu 😂😂😂,youtube
2025-11-04,"Pasti ada Korupsi ini proyek 1.3 T cuma buat begituan doang 😂😂😂

udah kebangetan Pejabat Indonesia",youtube
2025-11-04,Ya...harus di usutlah ...habis triliunan rupiah hasilnya amburadul..tapi programnya jangan dihapus / dihilangkan .kalau bisa di perbaiki,youtube
2025-11-04,"Dari dulu masih ga berubah, saya selalu ga habis pikir kenapa kalau akses ke website2 pemerintah hampir selalu lambat dan berat. Padahal kan itu tingkat negara ya.
Jadi sepertinya Coretax ini cuma puncak gunung es dari carut marut IT di kementrian kita.",youtube
2025-11-04,Tek,youtube
2025-11-04,SURUH PAK PURBAYA UNDANG SEMUA HACKER INDONESIA SECARA TERBUKA DAN DI LIVE YOUTUBE..,youtube
2025-11-04,gass,youtube
2025-11-04,Yg dulu mah ga berani ngomong sedetil itu ke publik karena ngga ngerti. Pak Purbaya ngerti lah garis besarnya karena pernah belajar programming juga.,youtube
2025-11-04,LAPOR PAK PURBAYA AJA VIA WA.. KAN ADA NOMOR WA PAK PURBAYA,youtube
2025-11-04,Kata senior saya dulu lebih baik bikin dari 0 daripada memperbaiki,youtube
2025-11-04,"padahal software house anak bangsa ga kurang kurang, kenapa mesti ambil vendor luar",youtube
2025-11-04,Intinya coretax ini pengadaannya oleh para bangsat yang korup dan ngga bertanggung jawab,youtube
2025-11-04,Mungkin permintaannya untuk 1000 org😅,youtube
2025-11-04,"Jangan heran bang, project yg ada di konoha itu sdh sampe level tingkat planet anus, semuany tidak bisa dilihat kasat mata, hanya org² yang memiliki ilmu anustus yang bisa melihatny secara langsung..😂",youtube
2025-11-04,"pak Purbaya...ini masukan perlu di tindak lanjuti,,good job mas bro.",youtube
2025-11-04,Sepertinya janggal ada di indikasi korupsi besar besaran dari awal penunjukan vendor nya,youtube
2025-11-04,"Sekelas perusahaan multinasional jelas mereka punya sumber daya, dan dengan dana segitu udah pasti bisa program yg lebih baik dr pada coretax sekarang soalnya itu pengaruh sama kredibilitas nama perusahaan tapi karena budaya+62 yang korup mesti ada mainnya. Justru aneh program pemerintah dengan dana segitu kok nda dikorupsi 😂",youtube
2025-11-04,Tidak adanya pengawasan yg kuat dr pemerintah za kacau  jadinya.,youtube
2025-11-04,Kesimpulannya..ada unsur kesengajaan dr pihak pajak untuk orang yg bayar pajak datang ke kantor pajak..di situlah orang pajak mencoba mencari celah untuk mempersulit..simple aj.Orang yg hrs bertanggung jawab ya sri Mulyani..,youtube
2025-11-04,Masak harus hapus data broswer tiap ngadat😢,youtube
2025-11-04,Terima kasih Pak David terhadap kritiknya tanpa bias. Keep up the good work!,youtube
2025-11-04,Up,youtube
2025-11-04,"Cortex hanya salah satu. Ada yg lain juga harus
 dibenahi. Misal bayar pajak kendaraan online. Sudah bayar 2 bulan lebih, STNK tidak datang-datang. Entah harus cari kemana. Kumham juga, aktivasi PT juga sering down. Sudah hampir sebulan gak selesai-selesai. Mungkin banyak yg lain2 juga. Semoga dari pajak Cortex, yang lain2 nanti juga jadi bagus. Sehingga semua urusan bisa online dan credible, lancar. Seperti dinegara2 lain yg sistem onlinenya sudah bagus duluan.",youtube
2025-11-04,Periksa Sales IMF,youtube
2025-11-04,"waduh bikin simpel gini aja pusing amad ini negara, jadi susah rakyatnya. padahal tgl suruh anak bangsa yg sakti2 beres ini. jangan suruh ngedit ""bikin ulang"" dari SOP perpajakannya. Support pake teknologi itu fundamental SOP nya harus benar dan tegas. GA BOLEH ada ambiguity berlapis lebih dari 3 (bahasa mudahnya aturan yang merujuk ke aturan-aturan sebelumnya). Manage oAuth biar auth semua aplikasi diseluruh negara ini bisa sync (kaya login by google dll). LELAAAAH ASLI GW LELAAAH bangun ERP dari 0 pake arsitektur buat perusahaan luar, eh punya rumah sendiri menyedihkan aplikasinya. Industri UX yg mnrt gw ga naik level juga salah satu penyumbang kegagalan terbesar dalam transformasi digital. Taunya cuman KERANGKA BERFIKIR DI ULANG-ULANG TU TEORI, sama-sama keras kepala designer dan developer akhirnya salah-salahan. sorry bang numpang curhat ya.",youtube
2025-11-04,Ya pihak LG dikasih 1000%privilage sama pejabat2 elite kita yang sangat terhormat ini dg menggadaikan aset management negara khususnya di perpajakan,youtube
2025-11-04,"Harap maklum guys kalau pak purbaya nanti dikadalin bawahannya di bidang IT, karena beliau orang ekonom bukan orang yang paham IT, maka dari itu tugas kalian yang paham² IT untuk mengkritik dan memberikan saran ke pak purbaya salah satunya kayak bang david ini",youtube
2025-11-04,"Langsung tangkap saja, ini pengadaan gagal, kenapa tidak pakai SAP misalnya, LG bukan paling ahli, kenapa bukan Samsung . . . . .",youtube
2025-11-04,"Fix ga beres nih cortex.... Website kiloan....uang 1,3 T ntah larinya kemana.... BPK dan KPK mohon diaudit nih cortex....",youtube
2025-11-04,"Jadi inget cerita dosen saya kalo gk salah ceritanya gini :
Ada sebuah gedung yang punya banyak jendela kacanya. Kemudian ada 1 jendela pecah, orang2 yg didalam gedung itu gk peduliin dan gk mau benerin. 2 jendela pecah masih gk peduli juga. Hingga setengah jendela dari gedung itu pecah, orang2 didalem gedung itu mulai sadar dan segera benerin jendel2 yg pecah. Sampek semua jendela itu pecah, orang2 gk mau benerin karena biaya perbaikannya gede dan akhirnya malah ditinggalin itu gedung",youtube
2025-11-04,katanya stateless. kalo banyak session based gitu solusinya yg LoGic apa ya??!!!!,youtube
2025-11-04,"Miris...!
Yakin  pengerjaan CORTEX ini di sub kan dr LG ke tenaga antah berantah....😮
Kenapa..?....yah tau sendirilah di LK maupun Pemda pasti ada yg namanya ""efisiensi alias saving"" bbrp % utk pemberi pekerjaan.
Kerjaan ini kan gak transparans teknologinya...... ngeri ya ...sekelas Kementerian Keuangan melakukan mal proyek besar dng sengaja.😢",youtube
2025-11-04,🥱🥱 bikin npwp PT perorangan udah tahap terakhir malah ga bisa submit data,youtube
2025-11-04,Duit nya dimakan bareng tuh 😂,youtube
2025-11-04,"yang punya otak, yang punya common sense, ada yang dukung ta pemerintahan sebelumnya?😅",youtube
2025-11-04,banyak anak-anak yang pernah ngerjain SATUSEHAT yang lebih capable untuk handle transaksi nasional dengan jumlah populasi Indonesia bang david. dan saya kenal secara personal mereka-mereka ini sangat mumpuni. semoga kanal ini bisa membuat pemerintah kita sadar kalau talenta lokal itu jago-jago.,youtube
2025-11-04,❤👍🏻👍🏻👍🏻👍🏻🤲🏻🇮🇩🤲🏻🇮🇩🤲🏻🤲🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻❤,youtube
