"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1987768989079195872","Mon Nov 10 08:55:02 +0000 2025","0","@Abryanti_ Berdasarkan Pasal 53 ayat (1) PMK 118 Tahun 2024 Penyampaian permohonan pembetulan pengurangan penghapusan pembatalan dan pengajuan keberatan dilaksanakan secara elektronik melalui Portal Wajib Pajak. Permohonan dapat dilakukan melalui Coretax dengan memilih menu... (4/6)","1987806192652222805","","kring_pajak","in","","0","1","0","https://x.com/undefined/status/1987806192652222805","4564565058",
"1987701575205396499","Mon Nov 10 08:53:55 +0000 2025","0","@Soe_Edwhyns92 Jika masih terkendala sebelum mengakses coretax silakan mencoba langkah-langkah berikut: 1. Lakukan clear cache dan cookies pada browser; 2. Gunakan New Private Window atau New Incognito Window; (2/3)","1987805912141353241","","kring_pajak","in","","0","1","0","https://x.com/undefined/status/1987805912141353241","4564565058",
"1987805641612968390","Mon Nov 10 08:52:51 +0000 2025","0","@kring_pajak ini kenapa lagi dengan coretax rekam bupot A1 tidak bisa?? https://t.co/8CiP7sLkRB","1987805641612968390","https://pbs.twimg.com/media/G5Yasg9aEAAaCd6.jpg","kring_pajak","in","","0","2","0","https://x.com/undefined/status/1987805641612968390","424801082",
"1987749642680074309","Mon Nov 10 08:51:12 +0000 2025","0","@hqbapmfi Namun secara teknis seharusnya data email pada informasi pembeli akan otomatis tertampil ketika penjual menginputkan NPWP pembeli pada saat membuat FP di Coretax. Jika Kakak ingin memasukkan informasi email Pembeli Kakak dapat mencoba dengan menggunakan skema impor XML. (2/3)","1987805226796204079","","kring_pajak","in","","0","2","0","https://x.com/undefined/status/1987805226796204079","4564565058",
"1987702657423950295","Mon Nov 10 08:50:26 +0000 2025","0","@aguskurnia_wan Sebagai informasi sesuai Pasal 33 PER-11/PJ/2025 email bukan merupakan keterangan yang harus dicantumkan dalam FP. Seharusnya data email pada informasi pembeli akan otomatis tertampil ketika penjual menginputkan NPWP pembeli pada saat membuat FP di Coretax. (2/2) Tks*Had","1987805035305271509","","kring_pajak","in","","0","0","0","https://x.com/undefined/status/1987805035305271509","4564565058",
"1987702961569771621","Mon Nov 10 08:47:19 +0000 2025","0","@softchocomint Hai Kak. Silakan pastikan status kode otorisasi/sertifikat elektronik di coretax dari menu Portal Saya &gt; Profil Saya &gt; Nomor Identifikasi Eksternal &gt; Tab menu Digital Certificate. Pastikan juga statusnya telah VALID. (1/2)","1987804250865561753","","softchocomint","in","","1","1","0","https://x.com/undefined/status/1987804250865561753","4564565058",
"1987739680264392768","Mon Nov 10 08:46:14 +0000 2025","0","@koswara_wahyu Silakan dipastikan kembali cara menggunakan converter sesuai laman berikut: https://t.co/PKSVVRv5zU (3/3) Tks*Awan","1987803977937989846","","kring_pajak","in","","0","0","0","https://x.com/undefined/status/1987803977937989846","4564565058",
"1987803707585749120","Mon Nov 10 08:45:10 +0000 2025","0","️November ber -nya apa Beramai-ramai Aktivasi Akun Coretax yuk #KawanPajak! Informasi lengkapnya bisa #KawanPajak cek di https://t.co/oY7uDB6TNZ Aktivasi akun Coretax Urusan Pajak Makin Relax ~ https://t.co/zpQCqdl1QH","1987803707585749120","https://pbs.twimg.com/media/G5YY1OybgAA0BaQ.jpg","","in","","0","0","0","https://x.com/undefined/status/1987803707585749120","1221770708906151936",
"1986593857015062686","Mon Nov 10 08:44:24 +0000 2025","0","@andrianryudo Konsekuensi penggunaan NPWP sementara bagi penerima penghasilan bukan pegawai adalah bukti potong tidak akan terkirim ke akun Coretax penerima penghasilan dan bukti potong tidak akan ter-prepopulated dalam SPT Tahunan penerima penghasilan. Tks*Isto (3/3)","1987803516447166734","","kring_pajak","in","","0","0","0","https://x.com/undefined/status/1987803516447166734","4564565058",
"1986601087256928655","Mon Nov 10 08:43:33 +0000 2025","0","@GlowriFu Hai Kak. Lampiran tsb mengacu ke Lampiran SPT Masa PPN di Coretax ya Kak. Pengisian kolom TrxCode utk faktur pajak digunggung tsb dipisahkan pada menu berikut diantaranya: a. kolom I.A.5 (diisi Normal) untuk penyerahan PPN atau PPN dan PPnBMnya harus dipungut sendiri. (1/2)","1987803303774912527","","GlowriFu","in","","0","1","0","https://x.com/undefined/status/1987803303774912527","4564565058",
"1986593857015062686","Mon Nov 10 08:43:27 +0000 2025","0","@andrianryudo Hai Kak. Dalam hal NIK yang sudah valid secara Dukcapil tetapi belum terdaftar NPWP/Registrasi Coretax maka tetap dapat dibuatkan Bukti Potong PPh 21 di Coretax. DJP menyediakan NPWP Sementara (Temporary TIN). (1/3)","1987803278403608855","","andrianryudo","in","","0","1","0","https://x.com/undefined/status/1987803278403608855","4564565058",
"1987703219624280134","Mon Nov 10 08:43:19 +0000 2025","0","@vfdisjeon Berdasarkan Pasal 53 ayat (1) PMK 118 Tahun 2024 Penyampaian permohonan pembetulan pengurangan penghapusan pembatalan dan pengajuan keberatan dilaksanakan secara elektronik melalui Portal Wajib Pajak. Permohonan dapat dilakukan melalui Coretax dengan memilih menu... (2/4)","1987803243737747875","","kring_pajak","in","","0","1","0","https://x.com/undefined/status/1987803243737747875","4564565058",
"1985571998857359592","Mon Nov 10 08:39:26 +0000 2025","0","@youngie131 Untuk mengecek saldo deposit pada akun Coretax silakan Kakak klik menu Buku Besar kemudian klik terapkan filter isikan angka 411618 pada kolom KAP (Kode Akun Pajak) kemudian data transaksi debit kredit akan muncul di tabel. (2/5)","1987802264762044818","","kring_pajak","in","","0","1","0","https://x.com/undefined/status/1987802264762044818","4564565058",
"1987739930823655839","Mon Nov 10 08:39:16 +0000 2025","0","@halawa_nia Silakan Kakak juga dapat membuat Faktur Pajak Keluaran dimaksud dengan skema impor XML. Berikut laman untuk mengunduh berkas Import XML: https://t.co/WSGEjLDBzN (2/3)","1987802226308616311","","kring_pajak","in","","0","1","0","https://x.com/undefined/status/1987802226308616311","4564565058",
"1987739930823655839","Mon Nov 10 08:38:37 +0000 2025","0","@halawa_nia Hai Kak Sesuai Pasal 33 PER-11/PJ/2025 email bukan merupakan keterangan yg harus dicantumkan dalam Faktur Pajak. Seharusnya data email akan otomatis tertampil ketika penjual menginputkan NPWP pembeli pada saat membuat FP di Coretax. Mohon dicoba berkala. (1/3)","1987802059345945003","","halawa_nia","in","","0","1","0","https://x.com/undefined/status/1987802059345945003","4564565058",
"1986983244651504084","Mon Nov 10 08:38:00 +0000 2025","0","@roketsenyum Hai Kak. Mohon maaf atas kendala yang dialami. Silakan Kakak dapat mencoba beberapa langkah berikut sebelum mengakses Coretax ya Kak: 1. Lakukan clear chace &amp; cookies pada browser; 2. Gunakan mode private (mozilla)/incognito (chrome) windows; (1/3)","1987801906727797218","","roketsenyum","in","","0","1","0","https://x.com/undefined/status/1987801906727797218","4564565058",
"1987693003461550381","Mon Nov 10 08:37:20 +0000 2025","0","@aldilahusnaa Hai Kak. Jika yang dimaksud adalah sertifikat elektronik utk penggunaan aplikasi sebelum Coretax permintaan/perpanjangan sertel diajukan secara tertulis ke KPP terdaftar dengan mengisi menandatangani &amp; menyampaikan Formulir Permintaan Sertifikat Elektronik... (1/4)","1987801736720109611","","aldilahusnaa","in","","0","1","0","https://x.com/undefined/status/1987801736720109611","4564565058",
"1987749944762200574","Mon Nov 10 08:36:47 +0000 2025","0","@hqbapmfi Seharusnya data email pada informasi pembeli akan otomatis tertampil ketika penjual menginputkan NPWP pembeli pada saat membuat FP di Coretax. (2/3)","1987801598257701072","","kring_pajak","in","","0","1","0","https://x.com/undefined/status/1987801598257701072","4564565058",
"1987692892824187041","Mon Nov 10 08:35:18 +0000 2025","0","@nsfii_ Selain itu Kakak juga bisa klik Aktivasi Akun Wajib Pajak pada laman https://t.co/EwhuklRvdU &gt; centang Apakah Wajib Pajak sudah terdaftar? &gt; Inputkan NIK &gt; klik Cari. Jika sudah muncul nama berbintang maka NIK juga sudah terdata pada akun Coretax. (2/4)","1987801224939458947","","kring_pajak","in","","0","1","0","https://x.com/undefined/status/1987801224939458947","4564565058",
"1987794973828481486","Mon Nov 10 08:10:27 +0000 2025","0","semoga yg ngubah ngubah sistem coretax pantatmu panas teruss. MAMPOSSS!!! EMOSI NJINGGG https://t.co/LqxhjhYgmy","1987794973828481486","https://pbs.twimg.com/media/G5YQ_YLbgAA6OCD.jpg","","in","","0","0","0","https://x.com/undefined/status/1987794973828481486","1720635726306631680",
"1987794410420281435","Mon Nov 10 08:08:13 +0000 2025","0","️November ber -nya apa Beramai-ramai Aktivasi Akun Coretax yuk #KawanPajak! Informasi lengkapnya bisa #KawanPajak cek di https://t.co/45i4C3eVwh Aktivasi akun Coretax Urusan Pajak Makin Relax! @pajaksumut1 https://t.co/F9SvgyePtK","1987794410420281435","https://pbs.twimg.com/media/G5YQepwb0AAUzp_.jpg","","in","","0","0","3","https://x.com/undefined/status/1987794410420281435","3168503149",
"1987794231034069301","Mon Nov 10 08:07:31 +0000 2025","0","Cek informasi lebih lanjut di https://t.co/2g5Q2gyEo3 #PajakKitaUntukKita #APBNKita #PajakKuatIndonesiaSejahtera #Coretax","1987794236113408082","","pajakjaksel2","in","","0","0","0","https://x.com/undefined/status/1987794236113408082","1221770708906151936",
"1987794231034069301","Mon Nov 10 08:07:31 +0000 2025","0","Mulai dari pelaporan pembayaran sampai update data bisa dilakukan di Coretax Aktivasi Akun Coretax dan Registrasi KO DJP sekarang biar urusan pajak makin tenang!","1987794233194074334","","pajakjaksel2","in","","0","1","0","https://x.com/undefined/status/1987794233194074334","1221770708906151936",
"1987794231034069301","Mon Nov 10 08:07:30 +0000 2025","0"," Ini dia spill rahasia biar makin relax tahun depan! #KawanPajak yuk aktivasi akunmu di https://t.co/xhgODDocEr Dengan aktivasi akun Coretax semua urusan pajak bisa kamu kelola dalam satu sistem yang modern aman dan efisien. https://t.co/gc9TfVCvS4","1987794231034069301","https://pbs.twimg.com/amplify_video_thumb/1987794009088204800/img/zsjz0apYty48-lg7.jpg","","in","","0","1","0","https://x.com/undefined/status/1987794231034069301","1221770708906151936",
"1986695624994238653","Mon Nov 10 08:06:13 +0000 2025","0","@wisteriours Hai Kak. Apakah yang dimaksud adalah alamat pihak penjual? Jika iya sepanjang data alamat utama pada Ikhtisar Profil Wajib Pajak di Coretax sudah berubah ke alamat baru namun hasil cetakan Faktur Pajak masih merujuk ke alamat yang lama (1/2)","1987793907149877676","","wisteriours","in","","0","1","0","https://x.com/undefined/status/1987793907149877676","4564565058",
